Country,Indicator,Measure Names,Year,Measure Values
Cayman Islands,Rule of Law,Percentile Rank,2018,76.44230652
Cayman Islands,Rule of Law,Governance (-2.5 to +2.5),2018,0.774446189
Cayman Islands,Rule of Law,Number of Sources,2018,2
Central African Republic,Rule of Law,Standard Error,2018,0.155764654
Central African Republic,Rule of Law,Percentile Rank,2018,3.846153736
Central African Republic,Rule of Law,Governance (-2.5 to +2.5),2018,-1.687692165
Central African Republic,Rule of Law,Number of Sources,2018,11
Chad,Rule of Law,Standard Error,2018,0.149695739
Chad,Rule of Law,Percentile Rank,2018,7.211538315
Chad,Rule of Law,Governance (-2.5 to +2.5),2018,-1.305276275
Chad,Rule of Law,Number of Sources,2018,12
Chile,Rule of Law,Standard Error,2018,0.139957443
Chile,Rule of Law,Percentile Rank,2018,83.65384674
Chile,Rule of Law,Governance (-2.5 to +2.5),2018,1.115471959
Chile,Rule of Law,Number of Sources,2018,14
China,Rule of Law,Standard Error,2018,0.144828305
China,Rule of Law,Percentile Rank,2018,48.07692337
China,Rule of Law,Governance (-2.5 to +2.5),2018,-0.201574773
China,Rule of Law,Number of Sources,2018,13
Colombia,Rule of Law,Standard Error,2018,0.139777079
Colombia,Rule of Law,Percentile Rank,2018,38.46154022
Colombia,Rule of Law,Governance (-2.5 to +2.5),2018,-0.40780893
Colombia,Rule of Law,Number of Sources,2018,15
Comoros,Rule of Law,Standard Error,2018,0.215548366
Comoros,Rule of Law,Percentile Rank,2018,12.01923084
Comoros,Rule of Law,Governance (-2.5 to +2.5),2018,-1.081077933
Comoros,Rule of Law,Number of Sources,2018,8
"Congo, Dem. Rep.",Rule of Law,Standard Error,2018,0.152779549
"Congo, Dem. Rep.",Rule of Law,Percentile Rank,2018,2.884615421
"Congo, Dem. Rep.",Rule of Law,Governance (-2.5 to +2.5),2018,-1.784221053
"Congo, Dem. Rep.",Rule of Law,Number of Sources,2018,12
"Congo, Rep.",Rule of Law,Standard Error,2018,0.152808771
"Congo, Rep.",Rule of Law,Percentile Rank,2018,11.53846169
"Congo, Rep.",Rule of Law,Governance (-2.5 to +2.5),2018,-1.101222754
"Congo, Rep.",Rule of Law,Number of Sources,2018,12
Cook Islands,Rule of Law,Standard Error,2018,
Cook Islands,Rule of Law,Percentile Rank,2018,
Cook Islands,Rule of Law,Governance (-2.5 to +2.5),2018,
Cook Islands,Rule of Law,Number of Sources,2018,
Costa Rica,Rule of Law,Standard Error,2018,0.15361838
Costa Rica,Rule of Law,Percentile Rank,2018,69.2307663
Costa Rica,Rule of Law,Governance (-2.5 to +2.5),2018,0.478702754
Costa Rica,Rule of Law,Number of Sources,2018,12
Côte d'Ivoire,Rule of Law,Standard Error,2018,0.143553168
Côte d'Ivoire,Rule of Law,Percentile Rank,2018,30.76922989
Côte d'Ivoire,Rule of Law,Governance (-2.5 to +2.5),2018,-0.579592466
Côte d'Ivoire,Rule of Law,Number of Sources,2018,14
Croatia,Rule of Law,Standard Error,2018,0.133865163
Croatia,Rule of Law,Percentile Rank,2018,62.98077011
Croatia,Rule of Law,Governance (-2.5 to +2.5),2018,0.324786037
Croatia,Rule of Law,Number of Sources,2018,13
Cuba,Rule of Law,Standard Error,2018,0.181513518
Cuba,Rule of Law,Percentile Rank,2018,35.09615326
Cuba,Rule of Law,Governance (-2.5 to +2.5),2018,-0.444349647
Cuba,Rule of Law,Number of Sources,2018,8
Cyprus,Rule of Law,Standard Error,2018,0.167521387
Cyprus,Rule of Law,Percentile Rank,2018,75.96154022
Cyprus,Rule of Law,Governance (-2.5 to +2.5),2018,0.753463209
Cyprus,Rule of Law,Number of Sources,2018,9
Czech Republic,Rule of Law,Standard Error,2018,0.140936434
Czech Republic,Rule of Law,Percentile Rank,2018,81.7307663
Czech Republic,Rule of Law,Governance (-2.5 to +2.5),2018,1.049660206
Czech Republic,Rule of Law,Number of Sources,2018,12
Denmark,Rule of Law,Standard Error,2018,0.156969205
Denmark,Rule of Law,Percentile Rank,2018,96.63461304
Denmark,Rule of Law,Governance (-2.5 to +2.5),2018,1.833378315
Denmark,Rule of Law,Number of Sources,2018,10
Djibouti,Rule of Law,Standard Error,2018,0.163220108
Djibouti,Rule of Law,Percentile Rank,2018,17.30769157
Djibouti,Rule of Law,Governance (-2.5 to +2.5),2018,-0.922612786
Djibouti,Rule of Law,Number of Sources,2018,9
Dominica,Rule of Law,Standard Error,2018,0.251214176
Dominica,Rule of Law,Percentile Rank,2018,74.03845978
Dominica,Rule of Law,Governance (-2.5 to +2.5),2018,0.617601097
Dominica,Rule of Law,Number of Sources,2018,4
Dominican Republic,Rule of Law,Standard Error,2018,0.144387975
Dominican Republic,Rule of Law,Percentile Rank,2018,38.94230652
Dominican Republic,Rule of Law,Governance (-2.5 to +2.5),2018,-0.396231204
Dominican Republic,Rule of Law,Number of Sources,2018,14
Ecuador,Rule of Law,Standard Error,2018,0.153379992
Ecuador,Rule of Law,Percentile Rank,2018,28.84615326
Ecuador,Rule of Law,Governance (-2.5 to +2.5),2018,-0.630161464
Ecuador,Rule of Law,Number of Sources,2018,13
"Egypt, Arab Rep.",Rule of Law,Standard Error,2018,0.138760939
"Egypt, Arab Rep.",Rule of Law,Percentile Rank,2018,37.5
"Egypt, Arab Rep.",Rule of Law,Governance (-2.5 to +2.5),2018,-0.412310988
"Egypt, Arab Rep.",Rule of Law,Number of Sources,2018,15
El Salvador,Rule of Law,Standard Error,2018,0.144387975
El Salvador,Rule of Law,Percentile Rank,2018,19.71153832
El Salvador,Rule of Law,Governance (-2.5 to +2.5),2018,-0.824770093
El Salvador,Rule of Law,Number of Sources,2018,14
Equatorial Guinea,Rule of Law,Standard Error,2018,0.176927969
Equatorial Guinea,Rule of Law,Percentile Rank,2018,6.730769157
Equatorial Guinea,Rule of Law,Governance (-2.5 to +2.5),2018,-1.415109992
Equatorial Guinea,Rule of Law,Number of Sources,2018,7
Eritrea,Rule of Law,Standard Error,2018,0.156307891
Eritrea,Rule of Law,Percentile Rank,2018,5.288461685
Eritrea,Rule of Law,Governance (-2.5 to +2.5),2018,-1.586429715
Eritrea,Rule of Law,Number of Sources,2018,10
Estonia,Rule of Law,Standard Error,2018,0.140936434
Estonia,Rule of Law,Percentile Rank,2018,86.53845978
Estonia,Rule of Law,Governance (-2.5 to +2.5),2018,1.240626693
Estonia,Rule of Law,Number of Sources,2018,12
Ethiopia,Rule of Law,Standard Error,2018,0.139771745
Ethiopia,Rule of Law,Percentile Rank,2018,36.53845978
Ethiopia,Rule of Law,Governance (-2.5 to +2.5),2018,-0.428289056
Ethiopia,Rule of Law,Number of Sources,2018,14
Fiji,Rule of Law,Standard Error,2018,0.297883153
Fiji,Rule of Law,Percentile Rank,2018,50
Fiji,Rule of Law,Governance (-2.5 to +2.5),2018,-0.128658518
Fiji,Rule of Law,Number of Sources,2018,4
Finland,Rule of Law,Standard Error,2018,0.156969205
Finland,Rule of Law,Percentile Rank,2018,100
Finland,Rule of Law,Governance (-2.5 to +2.5),2018,2.046278715
Finland,Rule of Law,Number of Sources,2018,10
France,Rule of Law,Standard Error,2018,0.156969205
France,Rule of Law,Percentile Rank,2018,88.94230652
France,Rule of Law,Governance (-2.5 to +2.5),2018,1.440087318
France,Rule of Law,Number of Sources,2018,10
French Guiana,Rule of Law,Standard Error,2018,0.212364137
French Guiana,Rule of Law,Percentile Rank,2018,85.57691956
French Guiana,Rule of Law,Governance (-2.5 to +2.5),2018,1.210383534
French Guiana,Rule of Law,Number of Sources,2018,2
Gabon,Rule of Law,Standard Error,2018,0.151490688
Gabon,Rule of Law,Percentile Rank,2018,24.51922989
Gabon,Rule of Law,Governance (-2.5 to +2.5),2018,-0.706185877
Gabon,Rule of Law,Number of Sources,2018,13
"Gambia, The",Rule of Law,Standard Error,2018,0.15196152
"Gambia, The",Rule of Law,Percentile Rank,2018,36.05769348
"Gambia, The",Rule of Law,Governance (-2.5 to +2.5),2018,-0.43075487
"Gambia, The",Rule of Law,Number of Sources,2018,12
Georgia,Rule of Law,Standard Error,2018,0.139878541
Georgia,Rule of Law,Percentile Rank,2018,63.94230652
Georgia,Rule of Law,Governance (-2.5 to +2.5),2018,0.328048378
Georgia,Rule of Law,Number of Sources,2018,12
Germany,Rule of Law,Standard Error,2018,0.156969205
Germany,Rule of Law,Percentile Rank,2018,91.34615326
Germany,Rule of Law,Governance (-2.5 to +2.5),2018,1.6304456
Germany,Rule of Law,Number of Sources,2018,10
Ghana,Rule of Law,Standard Error,2018,0.138760939
Ghana,Rule of Law,Percentile Rank,2018,56.73077011
Ghana,Rule of Law,Governance (-2.5 to +2.5),2018,0.07185211
Ghana,Rule of Law,Number of Sources,2018,15
Greece,Rule of Law,Standard Error,2018,0.156969205
Greece,Rule of Law,Percentile Rank,2018,59.13461685
Greece,Rule of Law,Governance (-2.5 to +2.5),2018,0.152974308
Greece,Rule of Law,Number of Sources,2018,10
Greenland,Rule of Law,Standard Error,2018,0.230421305
Greenland,Rule of Law,Percentile Rank,2018,94.2307663
Greenland,Rule of Law,Governance (-2.5 to +2.5),2018,1.738417745
Greenland,Rule of Law,Number of Sources,2018,1
Grenada,Rule of Law,Standard Error,2018,0.250175625
Grenada,Rule of Law,Percentile Rank,2018,62.5
Grenada,Rule of Law,Governance (-2.5 to +2.5),2018,0.310417593
Grenada,Rule of Law,Number of Sources,2018,5
Guam,Rule of Law,Standard Error,2018,0.484159291
Guam,Rule of Law,Percentile Rank,2018,87.9807663
Guam,Rule of Law,Governance (-2.5 to +2.5),2018,1.363963723
Guam,Rule of Law,Number of Sources,2018,1
Guatemala,Rule of Law,Standard Error,2018,0.144387975
Guatemala,Rule of Law,Percentile Rank,2018,13.46153832
Guatemala,Rule of Law,Governance (-2.5 to +2.5),2018,-1.050814867
Guatemala,Rule of Law,Number of Sources,2018,14
Guinea,Rule of Law,Standard Error,2018,0.145890266
Guinea,Rule of Law,Percentile Rank,2018,9.134614944
Guinea,Rule of Law,Governance (-2.5 to +2.5),2018,-1.211506009
Guinea,Rule of Law,Number of Sources,2018,14
Guinea-Bissau,Rule of Law,Standard Error,2018,0.216988146
Guinea-Bissau,Rule of Law,Percentile Rank,2018,8.653845787
Guinea-Bissau,Rule of Law,Governance (-2.5 to +2.5),2018,-1.234043002
Guinea-Bissau,Rule of Law,Number of Sources,2018,9
Guyana,Rule of Law,Standard Error,2018,0.164311469
Guyana,Rule of Law,Percentile Rank,2018,41.82692337
Guyana,Rule of Law,Governance (-2.5 to +2.5),2018,-0.32010901
Guyana,Rule of Law,Number of Sources,2018,9
Haiti,Rule of Law,Standard Error,2018,0.156796411
Haiti,Rule of Law,Percentile Rank,2018,15.86538506
Haiti,Rule of Law,Governance (-2.5 to +2.5),2018,-1.028031349
Haiti,Rule of Law,Number of Sources,2018,12
Honduras,Rule of Law,Standard Error,2018,0.144387975
Honduras,Rule of Law,Percentile Rank,2018,16.34615326
Honduras,Rule of Law,Governance (-2.5 to +2.5),2018,-1.023038626
Honduras,Rule of Law,Number of Sources,2018,14
"Hong Kong SAR, China",Rule of Law,Standard Error,2018,0.158883214
"Hong Kong SAR, China",Rule of Law,Percentile Rank,2018,95.19230652
"Hong Kong SAR, China",Rule of Law,Governance (-2.5 to +2.5),2018,1.771396041
"Hong Kong SAR, China",Rule of Law,Number of Sources,2018,9
Hungary,Rule of Law,Standard Error,2018,0.140936434
Hungary,Rule of Law,Percentile Rank,2018,72.11538696
Hungary,Rule of Law,Governance (-2.5 to +2.5),2018,0.555392027
Hungary,Rule of Law,Number of Sources,2018,12
Iceland,Rule of Law,Standard Error,2018,0.167521387
Iceland,Rule of Law,Percentile Rank,2018,93.2692337
Iceland,Rule of Law,Governance (-2.5 to +2.5),2018,1.719733953
Iceland,Rule of Law,Number of Sources,2018,9
India,Rule of Law,Standard Error,2018,0.144828305
India,Rule of Law,Percentile Rank,2018,55.28845978
India,Rule of Law,Governance (-2.5 to +2.5),2018,0.026216514
India,Rule of Law,Number of Sources,2018,13
Indonesia,Rule of Law,Standard Error,2018,0.144828305
Indonesia,Rule of Law,Percentile Rank,2018,42.78845978
Indonesia,Rule of Law,Governance (-2.5 to +2.5),2018,-0.314914554
Indonesia,Rule of Law,Number of Sources,2018,13
"Iran, Islamic Rep.",Rule of Law,Standard Error,2018,0.1601298
"Iran, Islamic Rep.",Rule of Law,Percentile Rank,2018,25
"Iran, Islamic Rep.",Rule of Law,Governance (-2.5 to +2.5),2018,-0.693613231
"Iran, Islamic Rep.",Rule of Law,Number of Sources,2018,11
Iraq,Rule of Law,Standard Error,2018,0.166442826
Iraq,Rule of Law,Percentile Rank,2018,3.365384579
Iraq,Rule of Law,Governance (-2.5 to +2.5),2018,-1.75929141
Iraq,Rule of Law,Number of Sources,2018,10
Ireland,Rule of Law,Standard Error,2018,0.167521387
Ireland,Rule of Law,Percentile Rank,2018,89.90384674
Ireland,Rule of Law,Governance (-2.5 to +2.5),2018,1.464223862
Ireland,Rule of Law,Number of Sources,2018,9
Israel,Rule of Law,Standard Error,2018,0.167521387
Israel,Rule of Law,Percentile Rank,2018,80.7692337
Israel,Rule of Law,Governance (-2.5 to +2.5),2018,0.993909597
Israel,Rule of Law,Number of Sources,2018,9
Italy,Rule of Law,Standard Error,2018,0.156969205
Italy,Rule of Law,Percentile Rank,2018,61.53845978
Italy,Rule of Law,Governance (-2.5 to +2.5),2018,0.246761486
Italy,Rule of Law,Number of Sources,2018,10
Jamaica,Rule of Law,Standard Error,2018,0.148726001
Jamaica,Rule of Law,Percentile Rank,2018,46.15384674
Jamaica,Rule of Law,Governance (-2.5 to +2.5),2018,-0.235944837
Jamaica,Rule of Law,Number of Sources,2018,11
Japan,Rule of Law,Standard Error,2018,0.156969205
Japan,Rule of Law,Percentile Rank,2018,90.38461304
Japan,Rule of Law,Governance (-2.5 to +2.5),2018,1.534107327
Japan,Rule of Law,Number of Sources,2018,10
"Jersey, Channel Islands",Rule of Law,Standard Error,2018,0.230421305
"Jersey, Channel Islands",Rule of Law,Percentile Rank,2018,94.2307663
"Jersey, Channel Islands",Rule of Law,Governance (-2.5 to +2.5),2018,1.738417745
"Jersey, Channel Islands",Rule of Law,Number of Sources,2018,1
Jordan,Rule of Law,Standard Error,2018,0.144828305
Jordan,Rule of Law,Percentile Rank,2018,60.57692337
Jordan,Rule of Law,Governance (-2.5 to +2.5),2018,0.233791068
Jordan,Rule of Law,Number of Sources,2018,13
Kazakhstan,Rule of Law,Standard Error,2018,0.133865163
Kazakhstan,Rule of Law,Percentile Rank,2018,35.57692337
Kazakhstan,Rule of Law,Governance (-2.5 to +2.5),2018,-0.43160525
Kazakhstan,Rule of Law,Number of Sources,2018,13
Kenya,Rule of Law,Standard Error,2018,0.138760939
Kenya,Rule of Law,Percentile Rank,2018,37.98077011
Kenya,Rule of Law,Governance (-2.5 to +2.5),2018,-0.411050469
Kenya,Rule of Law,Number of Sources,2018,15
Kiribati,Rule of Law,Standard Error,2018,0.316551745
Kiribati,Rule of Law,Percentile Rank,2018,69.71154022
Kiribati,Rule of Law,Governance (-2.5 to +2.5),2018,0.493338197
Kiribati,Rule of Law,Number of Sources,2018,3
"Korea, Dem. Rep.",Rule of Law,Standard Error,2018,0.192598611
"Korea, Dem. Rep.",Rule of Law,Percentile Rank,2018,4.807692528
"Korea, Dem. Rep.",Rule of Law,Governance (-2.5 to +2.5),2018,-1.634558797
"Korea, Dem. Rep.",Rule of Law,Number of Sources,2018,7
"Korea, Rep.",Rule of Law,Standard Error,2018,0.154148996
"Korea, Rep.",Rule of Law,Percentile Rank,2018,86.05769348
"Korea, Rep.",Rule of Law,Governance (-2.5 to +2.5),2018,1.236550093
"Korea, Rep.",Rule of Law,Number of Sources,2018,11
Kosovo,Rule of Law,Standard Error,2018,0.159673601
Kosovo,Rule of Law,Percentile Rank,2018,40.38461685
Kosovo,Rule of Law,Governance (-2.5 to +2.5),2018,-0.370978117
Kosovo,Rule of Law,Number of Sources,2018,8
Kuwait,Rule of Law,Standard Error,2018,0.172440812
Kuwait,Rule of Law,Percentile Rank,2018,60.09615326
Kuwait,Rule of Law,Governance (-2.5 to +2.5),2018,0.210749552
Kuwait,Rule of Law,Number of Sources,2018,8
Kyrgyz Republic,Rule of Law,Standard Error,2018,0.144382685
Kyrgyz Republic,Rule of Law,Percentile Rank,2018,17.78846169
Kyrgyz Republic,Rule of Law,Governance (-2.5 to +2.5),2018,-0.907682061
Kyrgyz Republic,Rule of Law,Number of Sources,2018,12
Lao PDR,Rule of Law,Standard Error,2018,0.162510663
Lao PDR,Rule of Law,Percentile Rank,2018,18.75
Lao PDR,Rule of Law,Governance (-2.5 to +2.5),2018,-0.842554271
Lao PDR,Rule of Law,Number of Sources,2018,10
Latvia,Rule of Law,Standard Error,2018,0.148424938
Latvia,Rule of Law,Percentile Rank,2018,79.32691956
Latvia,Rule of Law,Governance (-2.5 to +2.5),2018,0.956985593
Latvia,Rule of Law,Number of Sources,2018,11
Lebanon,Rule of Law,Standard Error,2018,0.1601298
Lebanon,Rule of Law,Percentile Rank,2018,23.55769157
Lebanon,Rule of Law,Governance (-2.5 to +2.5),2018,-0.76441282
Lebanon,Rule of Law,Number of Sources,2018,11
Lesotho,Rule of Law,Standard Error,2018,0.154582083
Lesotho,Rule of Law,Percentile Rank,2018,41.34615326
Lesotho,Rule of Law,Governance (-2.5 to +2.5),2018,-0.336660355
Lesotho,Rule of Law,Number of Sources,2018,11
Liberia,Rule of Law,Standard Error,2018,0.143528923
Liberia,Rule of Law,Percentile Rank,2018,16.82692337
Liberia,Rule of Law,Governance (-2.5 to +2.5),2018,-0.989052355
Liberia,Rule of Law,Number of Sources,2018,14
Libya,Rule of Law,Standard Error,2018,0.165154755
Libya,Rule of Law,Percentile Rank,2018,2.403846264
Libya,Rule of Law,Governance (-2.5 to +2.5),2018,-1.78583014
Libya,Rule of Law,Number of Sources,2018,9
Liechtenstein,Rule of Law,Standard Error,2018,0.212364137
Liechtenstein,Rule of Law,Percentile Rank,2018,92.30769348
Liechtenstein,Rule of Law,Governance (-2.5 to +2.5),2018,1.678037047
Liechtenstein,Rule of Law,Number of Sources,2018,2
Lithuania,Rule of Law,Standard Error,2018,0.148424938
Lithuania,Rule of Law,Percentile Rank,2018,79.80769348
Lithuania,Rule of Law,Governance (-2.5 to +2.5),2018,0.957360387
Lithuania,Rule of Law,Number of Sources,2018,11
Luxembourg,Rule of Law,Standard Error,2018,0.169853866
Luxembourg,Rule of Law,Percentile Rank,2018,95.67308044
Luxembourg,Rule of Law,Governance (-2.5 to +2.5),2018,1.810885787
Luxembourg,Rule of Law,Number of Sources,2018,8
"Macao SAR, China",Rule of Law,Standard Error,2018,0.209675312
"Macao SAR, China",Rule of Law,Percentile Rank,2018,81.25
"Macao SAR, China",Rule of Law,Governance (-2.5 to +2.5),2018,1.009767294
"Macao SAR, China",Rule of Law,Number of Sources,2018,3
"Macedonia, FYR",Rule of Law,Standard Error,2018,0.154104829
"Macedonia, FYR",Rule of Law,Percentile Rank,2018,43.75
"Macedonia, FYR",Rule of Law,Governance (-2.5 to +2.5),2018,-0.283772826
"Macedonia, FYR",Rule of Law,Number of Sources,2018,9
Madagascar,Rule of Law,Standard Error,2018,0.143553168
Madagascar,Rule of Law,Percentile Rank,2018,21.15384674
Madagascar,Rule of Law,Governance (-2.5 to +2.5),2018,-0.8139714
Madagascar,Rule of Law,Number of Sources,2018,14
Malawi,Rule of Law,Standard Error,2018,0.143528923
Malawi,Rule of Law,Percentile Rank,2018,39.90384674
Malawi,Rule of Law,Governance (-2.5 to +2.5),2018,-0.380299509
Malawi,Rule of Law,Number of Sources,2018,14
Malaysia,Rule of Law,Standard Error,2018,0.145467132
Malaysia,Rule of Law,Percentile Rank,2018,74.5192337
Malaysia,Rule of Law,Governance (-2.5 to +2.5),2018,0.623337448
Malaysia,Rule of Law,Number of Sources,2018,11
Maldives,Rule of Law,Standard Error,2018,0.290990323
Maldives,Rule of Law,Percentile Rank,2018,31.73077011
Maldives,Rule of Law,Governance (-2.5 to +2.5),2018,-0.549597323
Maldives,Rule of Law,Number of Sources,2018,6
Mali,Rule of Law,Standard Error,2018,0.145890266
Mali,Rule of Law,Percentile Rank,2018,21.63461494
Mali,Rule of Law,Governance (-2.5 to +2.5),2018,-0.797748208
Mali,Rule of Law,Number of Sources,2018,14
Malta,Rule of Law,Standard Error,2018,0.178330317
Malta,Rule of Law,Percentile Rank,2018,82.21154022
Malta,Rule of Law,Governance (-2.5 to +2.5),2018,1.053973794
Malta,Rule of Law,Number of Sources,2018,7
Marshall Islands,Rule of Law,Standard Error,2018,0.372348815
Marshall Islands,Rule of Law,Percentile Rank,2018,52.88461685
Marshall Islands,Rule of Law,Governance (-2.5 to +2.5),2018,-0.04715367
Marshall Islands,Rule of Law,Number of Sources,2018,3
Martinique,Rule of Law,Standard Error,2018,0.484159291
Martinique,Rule of Law,Percentile Rank,2018,78.84615326
Martinique,Rule of Law,Governance (-2.5 to +2.5),2018,0.876414597
Martinique,Rule of Law,Number of Sources,2018,1
Mauritania,Rule of Law,Standard Error,2018,0.149695739
Mauritania,Rule of Law,Percentile Rank,2018,26.44230843
Mauritania,Rule of Law,Governance (-2.5 to +2.5),2018,-0.685944915
Mauritania,Rule of Law,Number of Sources,2018,12
Mauritius,Rule of Law,Standard Error,2018,0.148455948
Mauritius,Rule of Law,Percentile Rank,2018,76.92308044
Mauritius,Rule of Law,Governance (-2.5 to +2.5),2018,0.779661417
Mauritius,Rule of Law,Number of Sources,2018,13
Mexico,Rule of Law,Standard Error,2018,0.139777079
Mexico,Rule of Law,Percentile Rank,2018,27.40384674
Mexico,Rule of Law,Governance (-2.5 to +2.5),2018,-0.673710942
Mexico,Rule of Law,Number of Sources,2018,15
"Micronesia, Fed. Sts.",Rule of Law,Standard Error,2018,0.307847023
"Micronesia, Fed. Sts.",Rule of Law,Percentile Rank,2018,53.84615326
"Micronesia, Fed. Sts.",Rule of Law,Governance (-2.5 to +2.5),2018,-0.018611459
"Micronesia, Fed. Sts.",Rule of Law,Number of Sources,2018,4
Moldova,Rule of Law,Standard Error,2018,0.138101265
Moldova,Rule of Law,Percentile Rank,2018,37.01922989
Moldova,Rule of Law,Governance (-2.5 to +2.5),2018,-0.413571984
Moldova,Rule of Law,Number of Sources,2018,12
Monaco,Rule of Law,Standard Error,2018,
Monaco,Rule of Law,Percentile Rank,2018,
Monaco,Rule of Law,Governance (-2.5 to +2.5),2018,
Monaco,Rule of Law,Number of Sources,2018,
Mongolia,Rule of Law,Standard Error,2018,0.144443691
Mongolia,Rule of Law,Percentile Rank,2018,44.71154022
Mongolia,Rule of Law,Governance (-2.5 to +2.5),2018,-0.266493678
Mongolia,Rule of Law,Number of Sources,2018,14
Montenegro,Rule of Law,Standard Error,2018,0.152919054
Montenegro,Rule of Law,Percentile Rank,2018,57.69230652
Montenegro,Rule of Law,Governance (-2.5 to +2.5),2018,0.098742262
Montenegro,Rule of Law,Number of Sources,2018,10
Morocco,Rule of Law,Standard Error,2018,0.138760939
Morocco,Rule of Law,Percentile Rank,2018,49.51922989
Morocco,Rule of Law,Governance (-2.5 to +2.5),2018,-0.138484865
Morocco,Rule of Law,Number of Sources,2018,15
Mozambique,Rule of Law,Standard Error,2018,0.146336317
Mozambique,Rule of Law,Percentile Rank,2018,14.42307663
Mozambique,Rule of Law,Governance (-2.5 to +2.5),2018,-1.043688893
Mozambique,Rule of Law,Number of Sources,2018,13
Myanmar,Rule of Law,Standard Error,2018,0.155599728
Myanmar,Rule of Law,Percentile Rank,2018,15.38461494
Myanmar,Rule of Law,Governance (-2.5 to +2.5),2018,-1.032578588
Myanmar,Rule of Law,Number of Sources,2018,12
Namibia,Rule of Law,Standard Error,2018,0.15572159
Namibia,Rule of Law,Percentile Rank,2018,61.05769348
Namibia,Rule of Law,Governance (-2.5 to +2.5),2018,0.24498114
Namibia,Rule of Law,Number of Sources,2018,12
Nauru,Rule of Law,Standard Error,2018,0.920141101
Nauru,Rule of Law,Percentile Rank,2018,25.48077011
Nauru,Rule of Law,Governance (-2.5 to +2.5),2018,-0.690847099
Nauru,Rule of Law,Number of Sources,2018,1
Nepal,Rule of Law,Standard Error,2018,0.15231666
Nepal,Rule of Law,Percentile Rank,2018,33.65384674
Nepal,Rule of Law,Governance (-2.5 to +2.5),2018,-0.478052765
Nepal,Rule of Law,Number of Sources,2018,12
Netherlands,Rule of Law,Standard Error,2018,0.156969205
Netherlands,Rule of Law,Percentile Rank,2018,96.15384674
Netherlands,Rule of Law,Governance (-2.5 to +2.5),2018,1.816360831
Netherlands,Rule of Law,Number of Sources,2018,10
Netherlands Antilles (former),Rule of Law,Standard Error,2018,
Netherlands Antilles (former),Rule of Law,Percentile Rank,2018,
Netherlands Antilles (former),Rule of Law,Governance (-2.5 to +2.5),2018,
Netherlands Antilles (former),Rule of Law,Number of Sources,2018,
New Zealand,Rule of Law,Standard Error,2018,0.156969205
New Zealand,Rule of Law,Percentile Rank,2018,98.07691956
New Zealand,Rule of Law,Governance (-2.5 to +2.5),2018,1.876294494
New Zealand,Rule of Law,Number of Sources,2018,10
Nicaragua,Rule of Law,Standard Error,2018,0.144387975
Nicaragua,Rule of Law,Percentile Rank,2018,14.90384579
Nicaragua,Rule of Law,Governance (-2.5 to +2.5),2018,-1.03972137
Nicaragua,Rule of Law,Number of Sources,2018,14
Niger,Rule of Law,Standard Error,2018,0.151490688
Niger,Rule of Law,Percentile Rank,2018,30.28846169
Niger,Rule of Law,Governance (-2.5 to +2.5),2018,-0.580228388
Niger,Rule of Law,Number of Sources,2018,13
Nigeria,Rule of Law,Standard Error,2018,0.138760939
Nigeria,Rule of Law,Percentile Rank,2018,18.26922989
Nigeria,Rule of Law,Governance (-2.5 to +2.5),2018,-0.880923092
Nigeria,Rule of Law,Number of Sources,2018,15
Niue,Rule of Law,Standard Error,2018,
Niue,Rule of Law,Percentile Rank,2018,
Niue,Rule of Law,Governance (-2.5 to +2.5),2018,
Niue,Rule of Law,Number of Sources,2018,
Norway,Rule of Law,Standard Error,2018,0.156969205
Norway,Rule of Law,Percentile Rank,2018,99.5192337
Norway,Rule of Law,Governance (-2.5 to +2.5),2018,1.96563077
Norway,Rule of Law,Number of Sources,2018,10
Oman,Rule of Law,Standard Error,2018,0.18190898
Oman,Rule of Law,Percentile Rank,2018,68.2692337
Oman,Rule of Law,Governance (-2.5 to +2.5),2018,0.464862615
Oman,Rule of Law,Number of Sources,2018,7
Pakistan,Rule of Law,Standard Error,2018,0.149549335
Pakistan,Rule of Law,Percentile Rank,2018,27.88461494
Pakistan,Rule of Law,Governance (-2.5 to +2.5),2018,-0.673021734
Pakistan,Rule of Law,Number of Sources,2018,13
Palau,Rule of Law,Standard Error,2018,0.755183637
Palau,Rule of Law,Percentile Rank,2018,62.01922989
Palau,Rule of Law,Governance (-2.5 to +2.5),2018,0.306561261
Palau,Rule of Law,Number of Sources,2018,2
Panama,Rule of Law,Standard Error,2018,0.144586802
Panama,Rule of Law,Percentile Rank,2018,52.40384674
Panama,Rule of Law,Governance (-2.5 to +2.5),2018,-0.059221156
Panama,Rule of Law,Number of Sources,2018,13
Papua New Guinea,Rule of Law,Standard Error,2018,0.174949571
Papua New Guinea,Rule of Law,Percentile Rank,2018,23.07692337
Papua New Guinea,Rule of Law,Governance (-2.5 to +2.5),2018,-0.765850365
Papua New Guinea,Rule of Law,Number of Sources,2018,9
Paraguay,Rule of Law,Standard Error,2018,0.163179085
Paraguay,Rule of Law,Percentile Rank,2018,32.21154022
Paraguay,Rule of Law,Governance (-2.5 to +2.5),2018,-0.541118205
Paraguay,Rule of Law,Number of Sources,2018,12
Peru,Rule of Law,Standard Error,2018,0.139777079
Peru,Rule of Law,Percentile Rank,2018,32.69230652
